Date,High,Low,Open,Close,Volume,Adj Close,Name
2019-02-25,51.720001220703125,50.95000076293945,51.41999816894531,50.9900016784668,1897700.0,49.53950119018555,ZION
2019-02-26,51.11000061035156,50.38999938964844,50.79999923706055,50.41999816894531,2086100.0,48.98571014404297,ZION
2019-02-27,51.22999954223633,50.2599983215332,50.540000915527344,51.08000183105469,2716500.0,49.6269416809082,ZION
2019-02-28,51.38999938964844,51.0,51.099998474121094,51.099998474121094,1968000.0,49.6463623046875,ZION
2019-03-01,51.810001373291016,50.720001220703125,51.439998626708984,51.16999816894531,2025500.0,49.71437454223633,ZION
2019-03-04,51.70000076293945,50.439998626708984,51.22999954223633,50.86000061035156,1964100.0,49.41320037841797,ZION
2019-03-05,51.2400016784668,49.97999954223633,50.869998931884766,50.790000915527344,2534800.0,49.34518814086914,ZION
2019-03-06,50.790000915527344,49.529998779296875,50.720001220703125,49.66999816894531,1939000.0,48.257049560546875,ZION
2019-03-07,49.560001373291016,48.459999084472656,49.5099983215332,48.709999084472656,2057900.0,47.32435607910156,ZION
2019-03-08,48.84000015258789,48.150001525878906,48.279998779296875,48.70000076293945,1664000.0,47.31464767456055,ZION
2019-03-11,49.25,48.529998779296875,48.90999984741211,48.86000061035156,2260900.0,47.4700927734375,ZION
2019-03-12,49.20000076293945,48.529998779296875,49.0,48.91999816894531,2306500.0,47.528385162353516,ZION
2019-03-13,49.2599983215332,48.77000045776367,49.16999816894531,49.119998931884766,1968700.0,47.72269058227539,ZION
2019-03-14,49.380001068115234,48.83000183105469,49.20000076293945,49.08000183105469,2441400.0,47.68383026123047,ZION
2019-03-15,49.66999816894531,48.93000030517578,48.93000030517578,49.15999984741211,2966100.0,47.761558532714844,ZION
2019-03-18,50.15999984741211,49.2400016784668,49.2400016784668,50.040000915527344,2248300.0,48.61652755737305,ZION
2019-03-19,50.540000915527344,48.880001068115234,50.34000015258789,48.970001220703125,1880900.0,47.576961517333984,ZION
2019-03-20,49.0099983215332,47.099998474121094,48.720001220703125,47.11000061035156,2461500.0,45.769874572753906,ZION
2019-03-21,46.90999984741211,46.0,46.83000183105469,46.04999923706055,3905500.0,44.74002456665039,ZION
2019-03-22,45.599998474121094,43.18000030517578,45.470001220703125,43.63999938964844,5935000.0,42.39857864379883,ZION
2019-03-25,44.16999816894531,43.34000015258789,43.689998626708984,43.75,3720000.0,42.505455017089844,ZION
2019-03-26,44.97999954223633,43.91999816894531,43.91999816894531,44.97999954223633,4080400.0,43.700462341308594,ZION
2019-03-27,45.060001373291016,44.5099983215332,44.959999084472656,44.869998931884766,2302300.0,43.59359359741211,ZION
2019-03-28,45.400001525878906,44.66999816894531,44.91999816894531,45.369998931884766,1643500.0,44.079368591308594,ZION
2019-03-29,45.86000061035156,45.150001525878906,45.79999923706055,45.40999984741211,1950500.0,44.11823272705078,ZION
2019-04-01,46.84000015258789,45.709999084472656,45.709999084472656,46.720001220703125,2747100.0,45.390968322753906,ZION
2019-04-02,47.27000045776367,46.43000030517578,46.4900016784668,46.93000030517578,2357800.0,45.59498977661133,ZION
2019-04-03,47.93000030517578,47.029998779296875,47.54999923706055,47.18000030517578,2755300.0,45.83788299560547,ZION
2019-04-04,47.779998779296875,46.25,46.25,47.68000030517578,2259600.0,46.32365798950195,ZION
2019-04-05,47.900001525878906,47.27000045776367,47.709999084472656,47.56999969482422,1972500.0,46.2167854309082,ZION
2019-04-08,48.040000915527344,47.31999969482422,47.40999984741211,47.619998931884766,1499200.0,46.26536560058594,ZION
2019-04-09,47.56999969482422,46.77000045776367,47.45000076293945,46.900001525878906,1572900.0,45.56584930419922,ZION
2019-04-10,47.20000076293945,46.41999816894531,46.97999954223633,47.13999938964844,1263100.0,45.799015045166016,ZION
2019-04-11,47.91999816894531,47.13999938964844,47.43000030517578,47.5,1481000.0,46.148780822753906,ZION
2019-04-12,48.900001525878906,47.650001525878906,48.20000076293945,48.41999816894531,2264400.0,47.0426025390625,ZION
2019-04-15,48.43000030517578,47.5,48.38999938964844,47.650001525878906,1295600.0,46.294517517089844,ZION
2019-04-16,48.349998474121094,47.15999984741211,47.79999923706055,48.2599983215332,1722600.0,46.88715362548828,ZION
2019-04-17,48.54999923706055,47.86000061035156,48.5099983215332,48.36000061035156,1754900.0,46.98431396484375,ZION
2019-04-18,48.33000183105469,47.220001220703125,48.31999969482422,47.29999923706055,2392700.0,45.954463958740234,ZION
2019-04-22,47.34000015258789,46.650001525878906,47.09000015258789,46.709999084472656,2964400.0,45.38125228881836,ZION
2019-04-23,49.08000183105469,46.619998931884766,46.619998931884766,48.84000015258789,3857600.0,47.450660705566406,ZION
2019-04-24,48.790000915527344,47.52000045776367,48.790000915527344,48.400001525878906,1955900.0,47.0231819152832,ZION
2019-04-25,48.720001220703125,47.90999984741211,48.209999084472656,48.36000061035156,1275100.0,46.98431396484375,ZION
2019-04-26,48.810001373291016,48.0099983215332,48.36000061035156,48.75,1013800.0,47.36322021484375,ZION
2019-04-29,49.84000015258789,48.91999816894531,48.91999816894531,49.41999816894531,1836200.0,48.014156341552734,ZION
2019-04-30,49.52000045776367,48.869998931884766,49.380001068115234,49.33000183105469,1775500.0,47.92672348022461,ZION
2019-05-01,49.86000061035156,48.5,49.34000015258789,48.58000183105469,1732500.0,47.19805908203125,ZION
2019-05-02,49.63999938964844,48.619998931884766,48.619998931884766,49.47999954223633,1560500.0,48.072452545166016,ZION
2019-05-03,50.20000076293945,49.65999984741211,49.72999954223633,50.04999923706055,1698200.0,48.6262321472168,ZION
2019-05-06,49.97999954223633,49.11000061035156,49.189998626708984,49.68000030517578,1632500.0,48.266761779785156,ZION
2019-05-07,49.18000030517578,48.459999084472656,49.119998931884766,48.709999084472656,1936400.0,47.32435607910156,ZION
2019-05-08,48.7599983215332,48.15999984741211,48.459999084472656,48.189998626708984,1665600.0,46.81914520263672,ZION
2019-05-09,48.45000076293945,47.310001373291016,47.61000061035156,48.2400016784668,1889000.0,46.867733001708984,ZION
2019-05-10,48.66999816894531,47.599998474121094,47.93000030517578,48.439998626708984,1676200.0,47.06203842163086,ZION
2019-05-13,47.790000915527344,45.91999816894531,47.45000076293945,46.029998779296875,2551800.0,44.7205924987793,ZION
2019-05-14,47.029998779296875,45.91999816894531,46.119998931884766,46.439998626708984,2510300.0,45.118934631347656,ZION
2019-05-15,45.810001373291016,44.7400016784668,45.59000015258789,45.130001068115234,2629700.0,44.13128662109375,ZION
