Date,High,Low,Open,Close,Volume,Adj Close,Name
2019-02-25,190.47000122070312,187.88999938964844,188.66000366210938,189.80999755859375,3182600.0,184.32403564453125,AMGN
2019-02-26,191.64999389648438,189.36000061035156,189.55999755859375,190.0800018310547,2431000.0,184.58624267578125,AMGN
2019-02-27,192.19000244140625,188.66000366210938,188.74000549316406,191.4199981689453,1886200.0,185.8875274658203,AMGN
2019-02-28,191.6300048828125,189.72999572753906,191.3800048828125,190.0800018310547,2776200.0,184.58624267578125,AMGN
2019-03-01,192.05999755859375,190.47000122070312,191.38999938964844,191.16000366210938,2409400.0,185.63502502441406,AMGN
2019-03-04,192.1199951171875,187.41000366210938,191.82000732421875,189.77999877929688,2274800.0,184.29490661621094,AMGN
2019-03-05,190.6699981689453,188.7899932861328,190.0,188.82000732421875,3445200.0,183.36265563964844,AMGN
2019-03-06,189.3699951171875,182.42999267578125,188.8800048828125,183.14999389648438,3956100.0,177.85650634765625,AMGN
2019-03-07,183.16000366210938,180.60000610351562,182.9199981689453,181.4600067138672,3421700.0,176.21536254882812,AMGN
2019-03-08,181.30999755859375,179.00999450683594,180.60000610351562,180.8699951171875,2750900.0,175.6424102783203,AMGN
2019-03-11,184.60000610351562,181.39999389648438,181.83999633789062,184.13999938964844,2816900.0,178.8179168701172,AMGN
2019-03-12,184.9499969482422,183.52000427246094,184.61000061035156,184.17999267578125,2677500.0,178.8567657470703,AMGN
2019-03-13,188.33999633789062,184.19000244140625,184.6999969482422,187.35000610351562,2719700.0,181.93515014648438,AMGN
2019-03-14,188.86000061035156,185.88999938964844,187.52999877929688,187.75999450683594,2909600.0,182.33328247070312,AMGN
2019-03-15,191.63999938964844,188.10000610351562,188.4600067138672,191.24000549316406,6865000.0,185.71273803710938,AMGN
2019-03-18,192.52000427246094,190.19000244140625,191.0800018310547,191.30999755859375,2430200.0,185.7806854248047,AMGN
2019-03-19,192.75999450683594,190.9199981689453,191.92999267578125,191.49000549316406,2268700.0,185.9554901123047,AMGN
2019-03-20,192.77000427246094,189.8699951171875,191.5,191.1199951171875,2378700.0,185.59616088867188,AMGN
2019-03-21,192.3699951171875,189.17999267578125,189.72999572753906,191.88999938964844,2292900.0,186.3439178466797,AMGN
2019-03-22,192.8699951171875,186.5500030517578,190.9600067138672,186.6999969482422,3144700.0,181.30392456054688,AMGN
2019-03-25,187.77999877929688,185.0399932861328,186.63999938964844,186.58999633789062,2523700.0,181.1970977783203,AMGN
2019-03-26,189.58999633789062,187.02999877929688,187.5500030517578,188.27000427246094,2359100.0,182.82855224609375,AMGN
2019-03-27,188.60000610351562,185.22000122070312,188.25,186.32000732421875,2022600.0,180.93492126464844,AMGN
2019-03-28,187.88999938964844,186.0,187.0800018310547,187.64999389648438,1885600.0,182.22647094726562,AMGN
2019-03-29,191.0,188.5,189.3699951171875,189.97999572753906,3189700.0,184.4891357421875,AMGN
2019-04-01,192.55999755859375,190.50999450683594,191.13999938964844,191.77000427246094,2660500.0,186.22740173339844,AMGN
2019-04-02,192.82000732421875,191.1999969482422,191.80999755859375,192.42999267578125,2141800.0,186.86830139160156,AMGN
2019-04-03,193.8699951171875,191.7100067138672,193.17999267578125,192.9199981689453,1948100.0,187.34414672851562,AMGN
2019-04-04,194.42999267578125,190.99000549316406,192.85000610351562,192.3300018310547,1785900.0,186.77120971679688,AMGN
2019-04-05,196.8699951171875,193.3000030517578,193.8800048828125,195.41000366210938,2163300.0,189.76220703125,AMGN
2019-04-08,195.30999755859375,192.55999755859375,194.52999877929688,194.8800048828125,1629800.0,189.24752807617188,AMGN
2019-04-09,194.0,192.50999450683594,193.58999633789062,192.97999572753906,1872600.0,187.4024200439453,AMGN
2019-04-10,195.0,192.33999633789062,194.14999389648438,193.88999938964844,1653200.0,188.28611755371094,AMGN
2019-04-11,194.7899932861328,190.64999389648438,194.57000732421875,192.11000061035156,2082600.0,186.5575714111328,AMGN
2019-04-12,193.47999572753906,190.7899932861328,193.02000427246094,191.4199981689453,2060800.0,185.8875274658203,AMGN
2019-04-15,193.17999267578125,189.85000610351562,191.83999633789062,191.1999969482422,2038300.0,185.6738739013672,AMGN
2019-04-16,192.57000732421875,187.44000244140625,192.27000427246094,188.0500030517578,2727300.0,182.61489868164062,AMGN
2019-04-17,188.74000549316406,181.52999877929688,188.35000610351562,182.47000122070312,5242100.0,177.19618225097656,AMGN
2019-04-18,183.49000549316406,176.85000610351562,183.24000549316406,177.47000122070312,8266600.0,172.3406982421875,AMGN
2019-04-22,177.57000732421875,174.8699951171875,177.10000610351562,176.36000061035156,3215800.0,171.26278686523438,AMGN
2019-04-23,180.64999389648438,175.75,176.94000244140625,179.75999450683594,3471700.0,174.56451416015625,AMGN
2019-04-24,180.8300018310547,178.25999450683594,180.13999938964844,178.3000030517578,2711600.0,173.14671325683594,AMGN
2019-04-25,181.02000427246094,175.9199981689453,177.0800018310547,180.47999572753906,2453700.0,175.26368713378906,AMGN
2019-04-26,181.85000610351562,180.02999877929688,180.6999969482422,181.47000122070312,2445400.0,176.22509765625,AMGN
2019-04-29,182.47000122070312,179.58999633789062,181.4499969482422,181.1699981689453,2662500.0,175.9337615966797,AMGN
2019-04-30,182.0399932861328,177.8800048828125,181.6300048828125,179.32000732421875,3963000.0,174.13723754882812,AMGN
2019-05-01,178.5,171.25,175.39999389648438,176.13999938964844,6109100.0,171.0491485595703,AMGN
2019-05-02,178.3000030517578,174.3000030517578,176.05999755859375,176.5,3014000.0,171.39874267578125,AMGN
2019-05-03,177.77000427246094,176.47000122070312,176.92999267578125,177.30999755859375,2944500.0,172.185302734375,AMGN
2019-05-06,177.24000549316406,173.8800048828125,175.49000549316406,177.05999755859375,2735000.0,171.9425506591797,AMGN
2019-05-07,176.41000366210938,172.5,175.13999938964844,173.8699951171875,2797000.0,168.8447265625,AMGN
2019-05-08,175.5,171.6999969482422,173.5,172.14999389648438,3368400.0,167.17445373535156,AMGN
2019-05-09,173.17999267578125,169.44000244140625,171.24000549316406,172.8699951171875,2854400.0,167.87362670898438,AMGN
2019-05-10,172.4600067138672,168.44000244140625,172.4600067138672,171.85000610351562,2942300.0,166.8831329345703,AMGN
2019-05-13,169.60000610351562,167.1699981689453,169.24000549316406,167.60000610351562,3371800.0,162.75596618652344,AMGN
2019-05-14,169.72000122070312,167.3000030517578,167.67999267578125,167.80999755859375,2525300.0,162.95989990234375,AMGN
2019-05-15,170.60000610351562,166.3000030517578,167.22999572753906,169.8699951171875,2860200.0,164.96034240722656,AMGN
2019-05-16,172.02000427246094,169.33999633789062,169.39999389648438,169.9199981689453,2716200.0,166.42953491210938,AMGN
2019-05-17,171.24000549316406,169.11000061035156,169.27000427246094,169.91000366210938,2266600.0,166.4197540283203,AMGN
2019-05-20,170.39999389648438,168.14999389648438,168.67999267578125,168.38999938964844,2144300.0,164.93096923828125,AMGN
2019-05-21,170.02000427246094,168.52999877929688,169.77000427246094,169.69000244140625,2249300.0,166.2042694091797,AMGN
2019-05-22,172.0500030517578,168.5800018310547,169.35000610351562,171.3000030517578,2615500.0,167.78118896484375,AMGN
2019-05-23,173.05999755859375,170.49000549316406,171.33999633789062,172.11000061035156,2902500.0,168.57455444335938,AMGN
2019-05-24,173.77000427246094,171.08999633789062,172.6199951171875,171.27999877929688,2417100.0,167.7615966796875,AMGN
2019-05-28,172.77000427246094,168.75999450683594,171.55999755859375,168.85000610351562,4066200.0,165.3815155029297,AMGN
2019-05-29,169.75999450683594,167.3300018310547,168.0,169.17999267578125,2671600.0,165.70472717285156,AMGN
2019-05-30,170.0500030517578,168.1999969482422,169.44000244140625,169.0399932861328,1943300.0,165.56761169433594,AMGN
2019-05-31,168.8699951171875,166.67999267578125,168.05999755859375,166.6999969482422,2808900.0,163.2756805419922,AMGN
2019-06-03,176.80999755859375,170.55999755859375,172.0,172.36000061035156,5774800.0,168.8194122314453,AMGN
2019-06-04,175.36000061035156,170.55999755859375,174.02999877929688,174.72999572753906,4553200.0,171.14073181152344,AMGN
2019-06-05,175.77000427246094,173.08999633789062,175.67999267578125,174.5500030517578,2606400.0,170.96441650390625,AMGN
2019-06-06,176.05999755859375,174.08999633789062,174.77999877929688,174.4499969482422,2396800.0,170.86648559570312,AMGN
2019-06-07,176.0,173.27999877929688,175.6300048828125,175.50999450683594,2072000.0,171.9047088623047,AMGN
2019-06-10,176.16000366210938,174.0500030517578,175.9499969482422,175.5800018310547,2091400.0,171.97328186035156,AMGN
2019-06-11,177.14999389648438,174.1999969482422,176.27000427246094,174.6199951171875,2313800.0,171.03297424316406,AMGN
2019-06-12,176.69000244140625,174.16000366210938,175.3000030517578,175.60000610351562,1888600.0,171.9928741455078,AMGN
2019-06-13,177.4499969482422,175.22999572753906,175.8300018310547,176.7100067138672,1675800.0,173.08006286621094,AMGN
2019-06-14,177.89999389648438,175.5500030517578,176.97000122070312,176.0800018310547,1621800.0,172.4630126953125,AMGN
2019-06-17,178.5500030517578,175.39999389648438,176.0399932861328,178.38999938964844,1916800.0,174.7255401611328,AMGN
2019-06-18,182.82000732421875,179.1199951171875,179.27000427246094,181.61000061035156,3125500.0,177.87940979003906,AMGN
2019-06-19,183.1199951171875,180.63999938964844,181.47999572753906,182.77000427246094,2396500.0,179.0155792236328,AMGN
2019-06-20,185.2899932861328,182.11000061035156,184.77999877929688,184.0800018310547,2780400.0,180.2986602783203,AMGN
2019-06-21,187.1300048828125,182.91000366210938,183.88999938964844,187.11000061035156,6948100.0,183.2664337158203,AMGN
2019-06-24,187.0,184.6999969482422,186.07000732421875,184.8300018310547,2948300.0,181.0332489013672,AMGN
2019-06-25,186.77999877929688,183.1699981689453,184.60000610351562,184.44000244140625,2264700.0,180.65127563476562,AMGN
2019-06-26,184.94000244140625,182.74000549316406,184.7100067138672,183.1699981689453,2124600.0,179.40736389160156,AMGN
2019-06-27,185.44000244140625,183.02999877929688,183.35000610351562,184.02000427246094,2193700.0,180.2399139404297,AMGN
2019-06-28,186.10000610351562,183.66000366210938,184.1699981689453,184.27999877929688,3753200.0,180.4945526123047,AMGN
2019-07-01,187.3000030517578,185.10000610351562,186.8800048828125,186.35000610351562,2079800.0,182.5220489501953,AMGN
2019-07-02,186.6699981689453,184.1999969482422,186.02999877929688,186.63999938964844,1796300.0,182.8060760498047,AMGN
2019-07-03,189.4199981689453,187.1999969482422,187.5800018310547,188.5800018310547,1932600.0,184.7062225341797,AMGN
2019-07-05,188.8800048828125,185.24000549316406,187.42999267578125,185.94000244140625,2225800.0,182.12046813964844,AMGN
2019-07-08,185.00999450683594,180.52000427246094,184.66000366210938,182.24000549316406,2700900.0,178.49647521972656,AMGN
2019-07-09,182.27000427246094,180.50999450683594,181.2100067138672,181.58999633789062,2273700.0,177.8598175048828,AMGN
2019-07-10,183.2899932861328,181.02999877929688,182.1699981689453,182.27000427246094,1775700.0,178.52586364746094,AMGN
2019-07-11,181.0,175.9499969482422,180.86000061035156,178.0,3621900.0,174.3435516357422,AMGN
2019-07-12,178.08999633789062,174.19000244140625,177.82000732421875,174.92999267578125,4488700.0,171.3366241455078,AMGN
2019-07-15,177.44000244140625,174.61000061035156,174.89999389648438,176.1199951171875,3256800.0,172.50216674804688,AMGN
2019-07-16,177.77000427246094,175.91000366210938,176.33999633789062,177.47000122070312,2260100.0,173.82443237304688,AMGN
2019-07-17,179.4499969482422,177.00999450683594,178.13999938964844,177.05999755859375,1945200.0,173.42288208007812,AMGN
2019-07-18,180.42999267578125,176.8000030517578,177.1300048828125,179.5399932861328,2374400.0,175.8519287109375,AMGN
2019-07-19,181.5800018310547,178.19000244140625,180.6699981689453,178.38999938964844,2987200.0,174.7255401611328,AMGN
2019-07-22,178.80999755859375,175.72000122070312,177.8300018310547,175.88999938964844,2556800.0,172.2769012451172,AMGN
2019-07-23,176.77000427246094,175.52000427246094,176.42999267578125,176.00999450683594,2081800.0,172.39442443847656,AMGN
2019-07-24,176.75,174.8800048828125,176.02000427246094,175.77000427246094,1898000.0,172.15939331054688,AMGN
2019-07-25,176.5,173.77000427246094,175.77999877929688,174.11000061035156,2145500.0,170.53346252441406,AMGN
2019-07-26,175.50999450683594,173.1199951171875,174.27000427246094,175.33999633789062,3070400.0,171.7382049560547,AMGN
2019-07-29,177.16000366210938,174.83999633789062,175.27000427246094,176.0800018310547,1985400.0,172.4630126953125,AMGN
2019-07-30,176.72000122070312,174.27000427246094,174.9199981689453,176.4499969482422,2005100.0,172.82540893554688,AMGN
2019-07-31,188.0,177.89999389648438,180.0,186.5800018310547,7157600.0,182.747314453125,AMGN
2019-08-01,189.4600067138672,184.13999938964844,186.39999389648438,186.0,3484700.0,182.17921447753906,AMGN
2019-08-02,187.86000061035156,185.00999450683594,186.0,187.22000122070312,2966500.0,183.37417602539062,AMGN
2019-08-05,185.9600067138672,180.52000427246094,185.5800018310547,181.5,4060000.0,177.77166748046875,AMGN
2019-08-06,184.60000610351562,180.02999877929688,181.10000610351562,184.4600067138672,3172900.0,180.67086791992188,AMGN
2019-08-07,184.13999938964844,179.61000061035156,183.0399932861328,183.5399932861328,3308900.0,179.76974487304688,AMGN
2019-08-08,185.4199981689453,183.0500030517578,183.47000122070312,185.22999572753906,2449000.0,181.425048828125,AMGN
2019-08-09,200.0,182.82000732421875,185.14999389648438,196.25,8417100.0,192.2186737060547,AMGN
2019-08-12,208.77999877929688,197.25,197.89999389648438,205.77999877929688,10598400.0,201.55291748046875,AMGN
2019-08-13,211.89999389648438,203.0,203.42999267578125,206.1199951171875,5586400.0,201.8859405517578,AMGN
2019-08-14,205.39999389648438,198.72000122070312,202.80999755859375,198.8699951171875,4507100.0,196.16481018066406,AMGN
2019-08-15,201.0,198.6300048828125,200.0,199.30999755859375,3065800.0,196.59884643554688,AMGN
2019-08-16,205.4600067138672,200.36000061035156,201.8300018310547,204.02000427246094,2922500.0,201.24476623535156,AMGN
2019-08-19,206.5,201.11000061035156,203.22999572753906,206.0,2974900.0,203.1978302001953,AMGN
2019-08-20,206.1199951171875,202.9499969482422,205.89999389648438,203.1699981689453,2710800.0,200.4063262939453,AMGN
2019-08-21,205.3699951171875,203.5800018310547,204.4499969482422,203.94000244140625,1755200.0,201.16586303710938,AMGN
2019-08-22,206.35000610351562,202.0,205.27000427246094,203.4199981689453,2677600.0,200.65293884277344,AMGN
2019-08-23,203.6199951171875,198.00999450683594,203.08999633789062,199.0800018310547,3416200.0,196.37196350097656,AMGN
